order_id,user_id,amount,category,product,event_time,status
D00361,U3011,25.42,咖啡,美式咖啡,2026-01-01T10:00:00,paid
D00362,U3011,21.96,咖啡,拿铁,2026-01-01T10:00:00,paid
D00363,U3011,35.48,咖啡,美式咖啡,2026-01-01T10:00:00,paid
D00364,U3012,40.41,咖啡,拿铁,2026-01-01T10:00:00,paid
D00365,U3012,35.49,咖啡,美式咖啡,2026-01-01T10:00:00,paid
D00366,U3012,43.61,咖啡,拿铁,2026-01-01T10:00:00,paid
D00367,U3012,40.1,咖啡,拿铁,2026-01-01T10:00:00,paid
D00368,U3012,24.48,咖啡,美式咖啡,2026-01-01T10:00:00,paid
D00369,U3012,29.93,咖啡,美式咖啡,2026-01-01T10:00:00,paid
D00370,U3012,23.98,咖啡,美式咖啡,2026-01-01T10:00:00,paid
D00371,U3012,56.94,咖啡,拿铁,2026-01-01T10:00:00,paid
D00372,U3013,48.55,咖啡,拿铁,2026-01-01T10:00:00,paid
D00373,U3013,28.67,咖啡,美式咖啡,2026-01-01T10:00:00,paid
D00374,U3013,27.56,咖啡,拿铁,2026-01-01T10:00:00,paid
D00375,U3013,22.5,咖啡,拿铁,2026-01-01T10:00:00,paid
D00376,U3013,37.58,咖啡,拿铁,2026-01-01T10:00:00,paid
D00377,U3014,23.04,咖啡,拿铁,2026-01-01T10:00:00,paid
D00378,U3014,29.01,咖啡,美式咖啡,2026-01-01T10:00:00,paid
D00379,U3014,29.22,咖啡,美式咖啡,2026-01-01T10:00:00,paid
D00380,U3014,48.73,咖啡,拿铁,2026-01-01T10:00:00,paid
D00381,U3014,42.47,咖啡,拿铁,2026-01-01T10:00:00,paid
D00382,U3014,27.41,咖啡,美式咖啡,2026-01-01T10:00:00,paid
D00383,U3015,38.6,咖啡,拿铁,2026-01-01T10:00:00,paid
D00384,U3015,21.22,咖啡,拿铁,2026-01-01T10:00:00,paid
D00385,U3015,21.57,咖啡,美式咖啡,2026-01-01T10:00:00,paid
D00386,U3015,35.64,咖啡,拿铁,2026-01-01T10:00:00,paid
D00387,U3015,23.87,咖啡,拿铁,2026-01-01T10:00:00,paid
D00388,U3015,34.34,咖啡,美式咖啡,2026-01-01T10:00:00,paid
D00389,U3015,25.7,咖啡,美式咖啡,2026-01-01T10:00:00,paid
D00390,U3016,28.95,咖啡,美式咖啡,2026-01-01T10:00:00,paid
D00391,U3016,31.5,咖啡,拿铁,2026-01-01T10:00:00,paid
D00392,U3016,17.0,咖啡,拿铁,2026-01-01T10:00:00,paid
D00393,U3016,48.98,咖啡,拿铁,2026-01-01T10:00:00,paid
D00394,U3016,30.76,咖啡,美式咖啡,2026-01-01T10:00:00,paid
D00395,U3016,36.87,咖啡,拿铁,2026-01-01T10:00:00,paid
D00396,U3016,30.91,咖啡,拿铁,2026-01-01T10:00:00,paid
D00397,U3016,39.28,咖啡,美式咖啡,2026-01-01T10:00:00,paid
D00398,U3017,24.65,咖啡,拿铁,2026-01-01T10:00:00,paid
D00399,U3017,30.3,咖啡,美式咖啡,2026-01-01T10:00:00,paid
D00400,U3017,22.29,咖啡,美式咖啡,2026-01-01T10:00:00,paid
D00401,U3017,8.0,咖啡,美式咖啡,2026-01-01T10:00:00,paid
D00402,U3017,36.83,咖啡,拿铁,2026-01-01T10:00:00,paid
D00403,U3017,20.96,咖啡,拿铁,2026-01-01T10:00:00,paid
D00404,U3017,16.84,咖啡,拿铁,2026-01-01T10:00:00,paid
D00405,U3017,17.97,咖啡,拿铁,2026-01-01T10:00:00,paid
D00406,U3017,17.65,咖啡,拿铁,2026-01-01T10:00:00,paid
D00407,U3018,26.8,咖啡,美式咖啡,2026-01-01T10:00:00,paid
D00408,U3018,27.27,咖啡,拿铁,2026-01-01T10:00:00,paid
D00409,U3018,31.79,咖啡,美式咖啡,2026-01-01T10:00:00,paid
D00410,U3018,21.76,咖啡,美式咖啡,2026-01-01T10:00:00,paid
D00411,U3018,18.14,咖啡,美式咖啡,2026-01-01T10:00:00,paid
D00412,U3018,37.12,咖啡,美式咖啡,2026-01-01T10:00:00,paid
D00413,U3018,30.53,咖啡,美式咖啡,2026-01-01T10:00:00,paid
D00414,U3018,34.91,咖啡,拿铁,2026-01-01T10:00:00,paid
D00415,U3018,25.49,咖啡,拿铁,2026-01-01T10:00:00,paid
D00416,U4001,120.42,家居,香薰,2026-01-01T10:00:00,paid
D00417,U4001,130.53,家居,香薰,2026-01-01T10:00:00,paid
D00418,U4001,150.33,会员,影音会员,2026-01-01T10:00:00,paid
D00419,U4001,66.35,家居,香薰,2026-01-01T10:00:00,paid
D00420,U4001,110.64,家居,香薰,2026-01-01T10:00:00,paid
D00421,U4001,86.29,会员,影音会员,2026-01-01T10:00:00,paid
D00422,U4001,82.1,家居,香薰,2026-01-01T10:00:00,paid
D00423,U4001,150.39,会员,影音会员,2026-01-01T10:00:00,paid
D00424,U4002,81.12,家居,香薰,2026-01-01T10:00:00,paid
D00425,U4002,202.1,会员,影音会员,2026-01-01T10:00:00,paid
D00426,U4002,77.0,会员,影音会员,2026-01-01T10:00:00,paid
D00427,U4002,96.64,会员,影音会员,2026-01-01T10:00:00,paid
D00428,U4002,76.07,会员,影音会员,2026-01-01T10:00:00,paid
D00429,U4002,174.66,家居,香薰,2026-01-01T10:00:00,paid
D00430,U4003,109.75,家居,香薰,2026-01-01T10:00:00,paid
D00431,U4003,71.17,会员,影音会员,2026-01-01T10:00:00,paid
D00432,U4003,91.15,会员,影音会员,2026-01-01T10:00:00,paid
D00433,U4003,157.89,家居,香薰,2026-01-01T10:00:00,paid
D00434,U4003,103.32,会员,影音会员,2026-01-01T10:00:00,paid
D00435,U4004,156.19,家居,香薰,2026-01-01T10:00:00,paid
D00436,U4004,80.94,会员,影音会员,2026-01-01T10:00:00,paid
D00437,U4004,85.94,家居,香薰,2026-01-01T10:00:00,paid
D00438,U4004,90.83,家居,香薰,2026-01-01T10:00:00,paid
D00439,U4004,86.88,会员,影音会员,2026-01-01T10:00:00,paid
D00440,U4005,62.61,家居,香薰,2026-01-01T10:00:00,paid
D00441,U4005,149.08,家居,香薰,2026-01-01T10:00:00,paid
D00442,U4005,82.86,会员,影音会员,2026-01-01T10:00:00,paid
D00443,U4005,140.75,会员,影音会员,2026-01-01T10:00:00,paid
D00444,U4005,116.54,家居,香薰,2026-01-01T10:00:00,paid
D00445,U4005,134.75,家居,香薰,2026-01-01T10:00:00,paid
D00446,U4005,94.21,会员,影音会员,2026-01-01T10:00:00,paid
D00447,U4005,127.65,家居,香薰,2026-01-01T10:00:00,paid
D00448,U4005,165.24,会员,影音会员,2026-01-01T10:00:00,paid
D00449,U4005,122.32,会员,影音会员,2026-01-01T10:00:00,paid
D00450,U4006,87.75,会员,影音会员,2026-01-01T10:00:00,paid
D00451,U4006,122.4,会员,影音会员,2026-01-01T10:00:00,paid
D00452,U4006,75.04,家居,香薰,2026-01-01T10:00:00,paid
D00453,U4006,110.62,家居,香薰,2026-01-01T10:00:00,paid
D00454,U4006,86.41,会员,影音会员,2026-01-01T10:00:00,paid
D00455,U4006,137.88,会员,影音会员,2026-01-01T10:00:00,paid
D00456,U4006,127.77,会员,影音会员,2026-01-01T10:00:00,paid
D00457,U4006,62.65,家居,香薰,2026-01-01T10:00:00,paid
D00458,U4007,123.83,会员,影音会员,2026-01-01T10:00:00,paid
D00459,U4007,144.43,会员,影音会员,2026-01-01T10:00:00,paid
D00460,U4007,39.62,家居,香薰,2026-01-01T10:00:00,paid
D00461,U4007,64.86,家居,香薰,2026-01-01T10:00:00,paid
D00462,U4007,118.18,会员,影音会员,2026-01-01T10:00:00,paid
D00463,U4007,81.89,家居,香薰,2026-01-01T10:00:00,paid
D00464,U4007,72.49,会员,影音会员,2026-01-01T10:00:00,paid
D00465,U4007,100.27,会员,影音会员,2026-01-01T10:00:00,paid
D00466,U4007,96.75,家居,香薰,2026-01-01T10:00:00,paid
D00467,U4007,97.12,家居,香薰,2026-01-01T10:00:00,paid
D00468,U4008,146.22,家居,香薰,2026-01-01T10:00:00,paid
D00469,U4008,85.69,家居,香薰,2026-01-01T10:00:00,paid
D00470,U4008,130.46,会员,影音会员,2026-01-01T10:00:00,paid
D00471,U4008,146.19,家居,香薰,2026-01-01T10:00:00,paid
D00472,U4008,78.26,会员,影音会员,2026-01-01T10:00:00,paid
D00473,U4009,134.8,会员,影音会员,2026-01-01T10:00:00,paid
D00474,U4009,100.01,会员,影音会员,2026-01-01T10:00:00,paid
D00475,U4009,34.14,家居,香薰,2026-01-01T10:00:00,paid
D00476,U4009,138.18,会员,影音会员,2026-01-01T10:00:00,paid
D00477,U4009,141.35,家居,香薰,2026-01-01T10:00:00,paid
D00478,U4009,106.23,会员,影音会员,2026-01-01T10:00:00,paid
D00479,U4009,92.83,家居,香薰,2026-01-01T10:00:00,paid
D00480,U4009,122.79,家居,香薰,2026-01-01T10:00:00,paid
D00481,U4009,129.11,会员,影音会员,2026-01-01T10:00:00,paid
D00482,U4010,122.41,家居,香薰,2026-01-01T10:00:00,paid
D00483,U4010,115.65,家居,香薰,2026-01-01T10:00:00,paid
D00484,U4010,86.0,家居,香薰,2026-01-01T10:00:00,paid
D00485,U4010,161.04,家居,香薰,2026-01-01T10:00:00,paid
D00486,U4010,133.47,家居,香薰,2026-01-01T10:00:00,paid
D00487,U4010,119.28,家居,香薰,2026-01-01T10:00:00,paid
D00488,U4010,87.83,家居,香薰,2026-01-01T10:00:00,paid
D00489,U4010,93.81,家居,香薰,2026-01-01T10:00:00,paid
D00490,U4010,203.53,家居,香薰,2026-01-01T10:00:00,paid
D00491,U4010,114.78,会员,影音会员,2026-01-01T10:00:00,paid
D00492,U4011,94.81,家居,香薰,2026-01-01T10:00:00,paid
D00493,U4011,73.42,家居,香薰,2026-01-01T10:00:00,paid
D00494,U4011,155.22,会员,影音会员,2026-01-01T10:00:00,paid
D00495,U4011,114.96,家居,香薰,2026-01-01T10:00:00,paid
D00496,U4011,119.62,会员,影音会员,2026-01-01T10:00:00,paid
D00497,U4012,108.98,家居,香薰,2026-01-01T10:00:00,paid
D00498,U4012,72.48,会员,影音会员,2026-01-01T10:00:00,paid
D00499,U4012,87.7,家居,香薰,2026-01-01T10:00:00,paid
D00500,U4012,116.94,家居,香薰,2026-01-01T10:00:00,paid
D00501,U4012,27.84,会员,影音会员,2026-01-01T10:00:00,paid
D00502,U4012,132.18,家居,香薰,2026-01-01T10:00:00,paid
D00503,U4012,129.97,会员,影音会员,2026-01-01T10:00:00,paid
D00504,U4012,81.51,家居,香薰,2026-01-01T10:00:00,paid
D00505,U4012,101.64,会员,影音会员,2026-01-01T10:00:00,paid
D00506,U4013,75.26,会员,影音会员,2026-01-01T10:00:00,paid
D00507,U4013,134.24,家居,香薰,2026-01-01T10:00:00,paid
D00508,U4013,120.61,会员,影音会员,2026-01-01T10:00:00,paid
D00509,U4013,150.56,会员,影音会员,2026-01-01T10:00:00,paid
D00510,U4013,108.63,会员,影音会员,2026-01-01T10:00:00,paid
D00511,U4014,151.69,会员,影音会员,2026-01-01T10:00:00,paid
D00512,U4014,139.96,家居,香薰,2026-01-01T10:00:00,paid
D00513,U4014,87.32,会员,影音会员,2026-01-01T10:00:00,paid
D00514,U4014,117.12,会员,影音会员,2026-01-01T10:00:00,paid
D00515,U4014,67.07,会员,影音会员,2026-01-01T10:00:00,paid
D00516,U4014,141.71,会员,影音会员,2026-01-01T10:00:00,paid
D00517,U4014,100.31,会员,影音会员,2026-01-01T10:00:00,paid
D00518,U4014,133.39,家居,香薰,2026-01-01T10:00:00,paid
D00519,U4014,166.85,会员,影音会员,2026-01-01T10:00:00,paid
D00520,U4015,135.51,会员,影音会员,2026-01-01T10:00:00,paid
D00521,U4015,108.92,家居,香薰,2026-01-01T10:00:00,paid
D00522,U4015,78.15,家居,香薰,2026-01-01T10:00:00,paid
D00523,U4015,73.72,家居,香薰,2026-01-01T10:00:00,paid
D00524,U4015,88.09,会员,影音会员,2026-01-01T10:00:00,paid
D00525,U4016,53.15,家居,香薰,2026-01-01T10:00:00,paid
D00526,U4016,145.68,会员,影音会员,2026-01-01T10:00:00,paid
D00527,U4016,153.82,家居,香薰,2026-01-01T10:00:00,paid
D00528,U4016,101.18,会员,影音会员,2026-01-01T10:00:00,paid
D00529,U4016,89.86,家居,香薰,2026-01-01T10:00:00,paid
D00530,U4016,99.27,会员,影音会员,2026-01-01T10:00:00,paid
D00531,U4016,127.58,家居,香薰,2026-01-01T10:00:00,paid
D00532,U4016,84.91,会员,影音会员,2026-01-01T10:00:00,paid
D00533,U4016,113.41,家居,香薰,2026-01-01T10:00:00,paid
D00534,U4016,67.02,会员,影音会员,2026-01-01T10:00:00,paid
D00535,U4017,72.57,家居,香薰,2026-01-01T10:00:00,paid
D00536,U4017,79.43,会员,影音会员,2026-01-01T10:00:00,paid
D00537,U4017,131.76,家居,香薰,2026-01-01T10:00:00,paid
D00538,U4017,156.56,会员,影音会员,2026-01-01T10:00:00,paid
D00539,U4017,97.62,会员,影音会员,2026-01-01T10:00:00,paid
D00540,U4017,126.81,家居,香薰,2026-01-01T10:00:00,paid
D00541,U4017,159.14,会员,影音会员,2026-01-01T10:00:00,paid
D00542,U4017,132.97,家居,香薰,2026-01-01T10:00:00,paid
D00543,U4017,109.44,家居,香薰,2026-01-01T10:00:00,paid
D00544,U4018,87.04,会员,影音会员,2026-01-01T10:00:00,paid
D00545,U4018,125.67,会员,影音会员,2026-01-01T10:00:00,paid
D00546,U4018,133.83,会员,影音会员,2026-01-01T10:00:00,paid
D00547,U4018,124.26,家居,香薰,2026-01-01T10:00:00,paid
D00548,U4018,97.16,家居,香薰,2026-01-01T10:00:00,paid
D00549,U4018,103.27,家居,香薰,2026-01-01T10:00:00,paid
D00550,U4018,158.13,会员,影音会员,2026-01-01T10:00:00,paid
D00551,U4018,90.27,会员,影音会员,2026-01-01T10:00:00,paid
